NCSU Score,Opp Score,Order Scheduled,Count,Date,Opponent,Location,Field Name,Result,DELIM
7,0,151,1,10/12/1912,Virginia Medical College,NC - Raleigh,Riddick Field,W,:
7,0,153,2,10/26/1912,Davidson,NC - Charlotte,Wearn Field,W,:
7,0,176,3,10/16/1915,Wake Forest,NC - Wake Forest,Athletic Field (Wake Forest),W,:
7,0,230,4,10/20/1921,North Carolina,NC - Raleigh,Riddick Field,W,:
7,0,248,5,10/13/1923,South Carolina,NC - Raleigh,Riddick Field,W,:
7,0,343,6,9/23/1933,Catawba,NC - Raleigh,Riddick Field,W,:
7,0,352,7,9/29/1934,Davidson,NC - Greensboro,World War Memorial Stadium,W,:
7,0,492,8,10/23/1948,Chattanooga,TN - Chattanooga,Chamberlain Field,W,:
7,0,514,9,11/4/1950,Richmond,VA - Richmond,City Stadium,W,:
7,0,583,10,9/21/1957,North Carolina,NC - Chapel Hill,Kenan Memorial Stadium,W,:
7,0,586,11,10/12/1957,Florida State,FL - Tallahassee,Doak Campbell Stadium,W,:
7,0,627,12,10/21/1961,Wake Forest,NC - Raleigh,Riddick Field,W,:
7,0,825,13,10/13/1979,Maryland,NC - Raleigh,Carter-Finley Stadium,W,:
7,0,956,14,9/7/1991,Virginia Tech,NC - Raleigh,Carter-Finley Stadium,W,;
7,2,486,1,11/22/1947,Virginia,VA - Charlottesville,Scott Stadium,W,;
7,3,191,1,10/5/1917,Davidson,NC - Raleigh,Riddick Field,W,:
7,3,284,2,11/25/1926,Wake Forest,NC - Raleigh,Riddick Field,W,:
7,3,340,3,11/5/1932,Davidson,NC - Charlotte,Central High School Field,W,:
7,3,645,4,10/5/1963,Clemson,SC - Clemson,Memorial Stadium (Clemson),W,:
7,3,804,5,10/29/1977,South Carolina,SC - Columbia,Williams-Brice Stadium,W,;
7,4,112,1,10/12/1907,Richmond,VA - Richmond,Broad Street Park (I),W,;
7,6,433,1,10/3/1942,Clemson,NC - Charlotte,American Legion Memorial Stadium,W,:
7,6,445,2,10/23/1943,Greenville Air Base,SC - Greenville,Sirrine Stadium,W,:
7,6,509,3,9/30/1950,Catawba,NC - Raleigh,Riddick Field,W,:
7,6,629,4,11/4/1961,Southern Mississippi,AL - Mobile,Ladd-Peebles Stadium,W,:
7,6,633,5,9/22/1962,North Carolina,NC - Chapel Hill,Kenan Memorial Stadium,W,;
7,7,171,1,11/7/1914,Georgetown,"Washington, DC",Georgetown Field,T,:
7,7,197,2,11/17/1917,Virginia Tech,VA - Norfolk,League Park,T,:
7,7,231,3,10/29/1921,Virginia Military Institute,NC - Raleigh,Riddick Field,T,:
7,7,342,4,11/24/1932,South Carolina,NC - Raleigh,Riddick Field,T,:
7,7,356,5,10/27/1934,North Carolina,NC - Chapel Hill,Kenan Memorial Stadium,T,:
7,7,383,6,10/9/1937,Furman,SC - Greenville,Sirrine Stadium,T,:
7,7,394,7,10/22/1938,Furman,NC - Raleigh,Riddick Field,T,:
7,7,717,8,9/26/1970,South Carolina,NC - Raleigh,Carter-Finley Stadium,T,;
7,9,829,1,11/10/1979,Penn State,NC - Raleigh,Carter-Finley Stadium,L,;
7,10,630,1,11/11/1961,Maryland,MD - College Park,SECU Stadium,L,:
7,10,667,2,10/9/1965,North Carolina,NC - Raleigh,Riddick Field,L,:
7,10,675,3,9/24/1966,North Carolina,NC - Chapel Hill,Kenan Memorial Stadium,L,;
7,12,329,1,10/23/1931,Catholic,NC - Raleigh,Riddick Field,L,:
7,12,602,2,11/22/1958,South Carolina,SC - Columbia,Williams-Brice Stadium,L,:
7,12,611,3,11/21/1959,South Carolina,SC - Columbia,Williams-Brice Stadium,L,;
7,13,414,1,10/19/1940,North Carolina,NC - Raleigh,Riddick Field,L,:
7,13,452,2,10/7/1944,Clemson,NC - Charlotte,American Legion Memorial Stadium,L,:
7,13,508,3,9/23/1950,North Carolina,NC - Chapel Hill,Kenan Memorial Stadium,L,:
7,13,557,4,10/16/1954,Florida State,NC - Raleigh,Riddick Field,L,:
7,13,575,5,10/6/1956,Clemson,NC - Raleigh,Riddick Field,L,:
7,13,596,6,10/11/1958,Wake Forest,NC - Winston-Salem,Bowman-Gray Stadium,L,:
7,13,666,7,10/2/1965,South Carolina,SC - Columbia,Williams-Brice Stadium,L,;
7,14,162,1,11/8/1913,Virginia Military Institute,VA - Richmond,Broad Street Park (II),L,:
7,14,299,2,10/27/1928,Florida,FL - Jacksonville,Gator Bowl Stadium,L,:
7,14,581,3,11/17/1956,Penn State,PA - State College,New Beaver Field,L,:
7,14,1143,4,10/28/2006,Virginia,VA - Charlottesville,Scott Stadium,L,;
7,17,260,1,10/25/1924,Virginia Military Institute,VA - Richmond,Mayo Island Park,L,:
7,17,848,2,10/24/1981,Clemson,SC - Clemson,Memorial Stadium (Clemson),L,:
7,17,851,3,11/14/1981,Duke,NC - Durham,Wallace Wade Stadium,L,;
7,19,434,1,10/10/1942,North Carolina Pre-Flight,NC - Raleigh,Riddick Field,L,:
7,19,442,2,10/2/1943,Clemson,NC - Charlotte,American Legion Memorial Stadium,L,;
7,20,389,1,11/20/1937,Duke,NC - Raleigh,Riddick Field,L,:
7,20,428,2,11/15/1941,Georgetown,"Washington, DC",Griffith Stadium,L,:
7,20,544,3,10/3/1953,George Washington,VA - Alexandria,George Washington High School Stadium,L,:
7,20,546,4,10/17/1953,Wake Forest,NC - Raleigh,Riddick Field,L,:
7,20,1033,5,10/18/1997,North Carolina,NC - Raleigh,Carter-Finley Stadium,L,;
7,21,449,1,11/25/1943,North Carolina Pre-Flight,NC - Raleigh,Riddick Field,L,:
7,21,454,2,10/21/1944,Wake Forest,NC - Raleigh,Riddick Field,L,:
7,21,467,3,11/16/1945,Miami (FL),FL - Miami,Miami Orange Bowl,L,:
7,21,497,4,11/27/1948,Villanova,NC - Raleigh,Riddick Field,L,:
7,21,558,5,10/23/1954,Duke,NC - Raleigh,Riddick Field,L,:
7,21,664,6,9/18/1965,Clemson,SC - Clemson,Memorial Stadium (Clemson),L,;
7,22,250,1,10/27/1923,Virginia Military Institute,VA - Lexington,Alumni Field (Lexington),L,;
7,23,927,1,10/29/1988,South Carolina,NC - Raleigh,Carter-Finley Stadium,L,;
7,26,413,1,10/5/1940,Clemson,NC - Charlotte,American Legion Memorial Stadium,L,:
7,26,626,2,10/14/1961,Alabama,AL - Tuscaloosa,Bryant-Denny Stadium,L,;
7,27,410,1,12/1/1939,Miami (FL),FL - Miami,Miami Orange Bowl,L,:
7,27,549,2,11/7/1953,Army,NY - West Point,Michie Stadium,L,:
7,27,572,3,11/25/1955,West Virginia,NC - Raleigh,Riddick Field,L,:
7,27,729,4,10/2/1971,North Carolina,NC - Raleigh,Carter-Finley Stadium,L,:
7,27,793,5,10/30/1976,South Carolina,SC - Columbia,Williams-Brice Stadium,L,:
7,27,833,6,9/27/1980,Wake Forest,NC - Raleigh,Carter-Finley Stadium,L,;
7,28,194,1,10/27/1917,Washington & Lee,VA - Lexington,Wilson Field,L,;
7,29,543,1,9/26/1953,North Carolina,NC - Chapel Hill,Kenan Memorial Stadium,L,;
7,31,812,1,10/7/1978,Maryland,MD - College Park,SECU Stadium,L,:
7,31,1054,2,9/25/1999,Wake Forest,NC - Winston-Salem,Allegacy Federal Credit Union Stadium,L,;
7,33,507,1,11/26/1949,William & Mary,VA - Williamsburg,Zable Stadium,L,:
7,33,564,2,9/24/1955,Duke,NC - Raleigh,Riddick Field,L,;
7,35,727,1,9/18/1971,Maryland,MD - College Park,SECU Stadium,L,;
7,41,1294,1,10/20/2018,Clemson,SC - Clemson,Memorial Stadium (Clemson),L,;
7,42,992,1,1/1/1994,Michigan,FL - Tampa,Tampa Stadium,L,;
7,48,704,1,11/16/1968,Florida State,NC - Raleigh,Carter-Finley Stadium,L,;
7,54,542,1,12/6/1952,Texas Tech,TX - Lubbock,Jones Stadium,L,;
8,4,2,1,10/20/1892,A&M Scrubs and Raleigh Male Academy,NC - Raleigh,Fair Grounds (Raleigh),W,;
8,6,7,1,11/17/1893,North Carolina (Scrubs),NC - Raleigh,Athletic Park (Raleigh),W,:
8,6,307,2,10/17/1929,Wake Forest,NC - Raleigh,Riddick Field,W,;
8,7,775,1,9/20/1975,Florida,NC - Raleigh,Carter-Finley Stadium,W,;
8,8,622,1,11/19/1960,South Carolina,SC - Columbia,Williams-Brice Stadium,T,;
8,13,692,1,11/11/1967,Penn State,PA - State College,Beaver Stadium,L,;
8,28,836,1,10/18/1980,North Carolina,NC - Chapel Hill,Kenan Memorial Stadium,L,;
8,33,714,1,11/29/1969,Penn State,NC - Raleigh,Carter-Finley Stadium,L,;
9,0,335,1,10/1/1932,Richmond,VA - Richmond,City Stadium,W,:
9,0,655,2,9/26/1964,Clemson,NC - Raleigh,Riddick Field,W,;
9,14,239,1,10/19/1922,North Carolina,NC - Raleigh,Riddick Field,L,:
9,14,1097,2,11/16/2002,Virginia,VA - Charlottesville,Scott Stadium,L,;
9,17,1076,1,9/29/2001,North Carolina,NC - Raleigh,Carter-Finley Stadium,L,;
9,20,940,1,11/4/1989,Virginia,NC - Raleigh,Carter-Finley Stadium,L,;
9,23,1146,1,11/18/2006,North Carolina,NC - Chapel Hill,Kenan Memorial Stadium,L,;
9,24,1351,1,10/15/2022,Syracuse,NY - Syracuse,JMA Wireless Dome,L,;
9,27,1162,1,9/13/2008,Clemson,SC - Clemson,Memorial Stadium (Clemson),L,;
9,34,845,1,9/26/1981,Maryland,NC - Raleigh,Carter-Finley Stadium,L,;
9,41,858,1,10/16/1982,North Carolina,NC - Chapel Hill,Kenan Memorial Stadium,L,;
10,0,56,1,10/10/1901,Oak Ridge Institute,NC - Oak Ridge,Playing Fields (Oak Ridge),W,:
10,0,98,2,11/30/1905,Davidson,NC - Winston-Salem,Fairview Park,W,:
10,0,275,3,9/24/1926,Elon,NC - Raleigh,Riddick Field,W,:
10,0,1051,4,9/4/1999,South Carolina,NC - Raleigh,Carter-Finley Stadium,W,;
10,3,706,1,9/20/1969,North Carolina,NC - Raleigh,Carter-Finley Stadium,W,:
10,3,926,2,10/22/1988,Clemson,NC - Raleigh,Carter-Finley Stadium,W,:
10,3,1266,3,10/8/2016,Notre Dame,NC - Raleigh,Carter-Finley Stadium,W,;
10,4,117,1,11/28/1907,Virginia,VA - Norfolk,Lafayette Field,W,;
10,6,195,1,11/3/1917,Maryland,"Washington, DC","Central High School Stadium (Washington, DC)",W,:
10,6,695,2,9/14/1968,Wake Forest,NC - Winston-Salem,Allegacy Federal Credit Union Stadium,W,:
10,6,932,3,9/2/1989,Maryland,NC - Raleigh,Carter-Finley Stadium,W,;
10,7,1212,1,9/8/2012,Connecticut,CT - East Hartford,Rentschler Field,W,;
10,10,261,1,10/31/1924,Davidson,NC - Pinehurst,Sandhill Fair Grounds,T,:
10,10,639,2,11/3/1962,Georgia,GA - Athens,Sanford Stadium,T,;
10,13,784,1,12/31/1975,West Virginia,GA - Atlanta,Atlanta-Fulton County Stadium,L,:
10,13,1372,2,9/29/2023,Louisville,NC - Raleigh,Carter-Finley Stadium,L,;
10,14,733,1,10/30/1971,Virginia,NC - Raleigh,Carter-Finley Stadium,L,:
10,14,1207,2,11/12/2011,Boston College,MA - Chestnut Hill,Alumni Stadium (Boston College),L,;
10,17,678,1,10/15/1966,Florida,NC - Raleigh,Carter-Finley Stadium,L,:
10,17,943,2,12/31/1989,Arizona,AZ - Tucson,Arizona Stadium,L,:
10,17,1122,3,11/11/2004,Florida State,NC - Raleigh,Carter-Finley Stadium,L,;
10,19,177,1,10/21/1915,South Carolina,NC - Raleigh,Riddick Field,L,:
10,19,816,2,11/11/1978,Penn State,PA - State College,Beaver Stadium,L,;
10,20,344,1,9/30/1933,Georgia,GA - Athens,Sanford Stadium,L,:
10,20,768,2,10/26/1974,Maryland,MD - College Park,SECU Stadium,L,:
10,20,868,3,10/8/1983,Georgia Tech,NC - Raleigh,Carter-Finley Stadium,L,;
10,21,847,1,10/17/1981,North Carolina,NC - Raleigh,Carter-Finley Stadium,L,;
10,24,891,1,10/12/1985,Pittsburgh,PA - Pittsburgh,Pitt Stadium,L,:
10,24,1229,2,10/12/2013,Syracuse,NC - Raleigh,Carter-Finley Stadium,L,:
10,24,1333,3,9/11/2021,Mississippi State,MS - Starkville,Davis Wade Stadium,L,;
10,25,1355,1,11/19/2022,Louisville,KY - Louisville,L&N Federal Credit Union Stadium,L,;
10,26,415,1,10/26/1940,Mississippi State,NC - Raleigh,Riddick Field,L,;
10,27,980,1,12/31/1992,Florida,FL - Jacksonville,Gator Bowl Stadium,L,:
10,27,1153,2,10/6/2007,Florida State,FL - Tallahassee,Doak Campbell Stadium,L,;
10,28,674,1,9/17/1966,Michigan State,MI - East Lansing,Spartan Stadium,L,;
10,29,1152,1,9/29/2007,Louisville,NC - Raleigh,Carter-Finley Stadium,L,;
10,30,834,1,10/4/1980,South Carolina,NC - Raleigh,Carter-Finley Stadium,L,:
10,30,938,2,10/21/1989,Clemson,SC - Clemson,Memorial Stadium (Clemson),L,:
10,30,1132,3,11/12/2005,Boston College,MA - Chestnut Hill,Alumni Stadium (Boston College),L,;
10,31,647,1,10/19/1963,North Carolina,NC - Chapel Hill,Kenan Memorial Stadium,L,:
10,31,1128,2,10/13/2005,Clemson,NC - Raleigh,Carter-Finley Stadium,L,;
10,33,814,1,10/28/1978,Clemson,NC - Raleigh,Carter-Finley Stadium,L,;
10,38,1183,1,11/21/2009,Virginia Tech,VA - Blacksburg,Lane Stadium,L,;
10,39,893,1,10/26/1985,Clemson,SC - Clemson,Memorial Stadium (Clemson),L,;
10,41,1164,1,9/27/2008,South Florida,NC - Raleigh,Carter-Finley Stadium,L,:
10,41,1313,2,11/30/2019,North Carolina,NC - Raleigh,Carter-Finley Stadium,L,;
10,42,964,1,11/9/1991,Virginia,NC - Raleigh,Carter-Finley Stadium,L,;
10,44,1309,1,11/2/2019,Wake Forest,NC - Winston-Salem,Allegacy Federal Credit Union Stadium,L,;
10,51,1382,1,9/7/2024,Tennessee,NC - Charlotte,Bank of America Stadium,L,;
10,55,1310,1,11/9/2019,Clemson,NC - Raleigh,Carter-Finley Stadium,L,;
11,0,114,1,10/28/1907,Richmond,NC - Raleigh,Riddick Field,W,;
11,11,37,1,10/28/1899,North Carolina,NC - Raleigh,Fair Grounds (Raleigh),T,;
11,27,1010,1,10/7/1995,Alabama,AL - Tuscaloosa,Bryant-Denny Stadium,L,;
11,42,1053,1,9/18/1999,Florida State,FL - Tallahassee,Doak Campbell Stadium,L,;
12,0,128,1,10/9/1909,Maryland Athletic Club,VA - Norfolk,Lafayette Field,W,:
12,0,154,2,11/2/1912,Wake Forest,NC - Wake Forest,Athletic Field (Wake Forest),W,:
12,0,160,3,10/23/1913,Georgetown,NC - Raleigh,Riddick Field,W,:
12,0,371,4,9/19/1936,Elon,NC - Raleigh,Riddick Field,W,:
12,0,591,5,11/16/1957,Virginia Tech,VA - Roanoke,Victory Stadium,W,;
12,6,1,1,3/12/1892,Raleigh Male Academy,NC - Raleigh,Athletic Park (Raleigh),W,:
12,6,6,2,11/7/1893,Tennessee,NC - Raleigh,Athletic Park (Raleigh),W,:
12,6,9,3,12/1/1893,Oak Ridge Institute,NC - Winston-Salem,South Side Park,W,:
12,6,251,4,11/3/1923,Davidson,NC - Charlotte,Wearn Field,W,:
12,6,289,5,10/22/1927,Florida,FL - Tampa,Plant Field,W,;
12,7,386,1,10/30/1937,Boston College,MA - Boston,Alumni Field (Boston),W,:
12,7,408,2,11/18/1939,Furman,SC - Greenville,Sirrine Stadium,W,:
12,7,453,3,10/14/1944,Catawba,NC - Raleigh,Riddick Field,W,:
12,7,770,4,11/9/1974,Penn State,NC - Raleigh,Carter-Finley Stadium,W,;
12,9,948,1,9/29/1990,North Carolina,NC - Chapel Hill,Kenan Memorial Stadium,W,;
12,13,212,1,10/23/1919,North Carolina,NC - Raleigh,Riddick Field,L,:
12,13,353,2,10/6/1934,Wake Forest,NC - Raleigh,Riddick Field,L,:
12,13,947,3,9/22/1990,Maryland,MD - College Park,SECU Stadium,L,;
12,14,302,1,11/17/1928,Duke,NC - Raleigh,Riddick Field,L,;
12,16,653,1,12/21/1963,Mississippi State,PA - Philadelphia,Philadelphia Municipal Stadium,L,:
12,16,1357,2,12/30/2022,Maryland,NC - Charlotte,Bank of America Stadium,L,;
12,18,785,1,9/4/1976,Furman,NC - Raleigh,Carter-Finley Stadium,L,;
12,19,311,1,11/16/1929,Duke,NC - Durham,Wallace Wade Stadium,L,;
12,20,255,1,11/29/1923,Washington & Lee,VA - Norfolk,League Park,L,:
12,20,604,2,10/3/1959,North Carolina,NC - Chapel Hill,Kenan Memorial Stadium,L,:
12,20,849,3,10/31/1981,South Carolina,SC - Columbia,Williams-Brice Stadium,L,;
12,21,610,1,11/13/1959,UCLA,CA - Los Angeles,Los Angeles Memorial Coliseum,L,;
12,22,33,1,11/19/1898,William Bingham School,NC - Chapel Hill,"""Old"" Campus Athletic Field (Chapel Hill)",L,;
12,26,253,1,11/17/1923,Maryland,NC - Raleigh,Riddick Field,L,;
12,30,1243,1,10/18/2014,Louisville,KY - Louisville,L&N Federal Credit Union Stadium,L,;
12,31,752,1,9/29/1973,Georgia,GA - Athens,Sanford Stadium,L,;
13,0,10,1,12/31/1893,Raleigh Male Academy,UNKNOWN,UNKNOWN,W,:
13,0,238,2,10/14/1922,Roanoke,NC - Raleigh,Riddick Field,W,:
13,0,267,3,10/3/1925,Duke,NC - Durham,Hanes Field,W,:
13,0,336,4,10/8/1932,Clemson,NC - Raleigh,Riddick Field,W,:
13,0,376,5,10/24/1936,Virginia Tech,NC - Raleigh,Riddick Field,W,:
13,0,430,6,11/29/1941,William & Mary,VA - Williamsburg,Zable Stadium,W,:
13,0,432,7,9/26/1942,Richmond,NC - Raleigh,Riddick Field,W,:
13,0,451,8,9/30/1944,Virginia,VA - Norfolk,S.B. Ballard Stadium,W,:
13,0,670,9,10/30/1965,Virginia,VA - Charlottesville,Scott Stadium,W,:
13,0,1206,10,11/5/2011,North Carolina,NC - Raleigh,Carter-Finley Stadium,W,;
13,3,183,1,9/30/1916,Roanoke,NC - Raleigh,Riddick Field,W,:
13,3,221,2,10/21/1920,North Carolina,NC - Raleigh,Riddick Field,W,:
13,3,1118,3,10/16/2004,Maryland,MD - College Park,SECU Stadium,W,;
13,5,148,1,11/18/1911,Wake Forest,NC - Wake Forest,Athletic Field (Wake Forest),W,;
13,6,468,1,9/28/1946,Duke,NC - Raleigh,Riddick Field,W,;
13,7,158,1,10/11/1913,Virginia Medical College,NC - Raleigh,Riddick Field,W,:
13,7,384,2,10/16/1937,Virginia Tech,NC - Raleigh,Riddick Field,W,:
13,7,426,3,11/1/1941,North Carolina,NC - Chapel Hill,Kenan Memorial Stadium,W,:
13,7,536,4,10/25/1952,Florida State,NC - Raleigh,Riddick Field,W,:
13,7,585,5,10/5/1957,Clemson,SC - Clemson,Memorial Stadium (Clemson),W,:
13,7,650,6,11/9/1963,Virginia Tech,NC - Raleigh,Riddick Field,W,:
13,7,684,7,9/16/1967,North Carolina,NC - Raleigh,Carter-Finley Stadium,W,:
13,7,734,8,11/5/1971,Miami (FL),FL - Miami,Miami Orange Bowl,W,;
13,10,616,1,10/8/1960,Maryland,NC - Raleigh,Riddick Field,W,;
13,11,665,1,9/25/1965,Wake Forest,NC - Raleigh,Riddick Field,W,;
13,13,566,1,10/15/1955,Wake Forest,NC - Raleigh,Riddick Field,T,:
13,13,975,2,10/17/1992,Virginia Tech,VA - Blacksburg,Lane Stadium,T,;
13,14,427,1,11/8/1941,Virginia Tech,NC - Winston-Salem,Bowman-Gray Stadium,L,:
13,14,501,2,10/15/1949,Duke,NC - Durham,Wallace Wade Stadium,L,:
13,14,1193,3,11/6/2010,Clemson,SC - Clemson,Memorial Stadium (Clemson),L,;
13,16,724,1,11/14/1970,Wake Forest,NC - Winston-Salem,Allegacy Federal Credit Union Stadium,L,:
13,16,885,2,11/17/1984,Duke,NC - Raleigh,Carter-Finley Stadium,L,:
13,16,973,3,10/3/1992,Georgia Tech,GA - Atlanta,Bobby Dodd Stadium,L,;
13,17,617,1,10/15/1960,Duke,NC - Durham,Wallace Wade Stadium,L,;
13,20,598,1,10/25/1958,Duke,NC - Durham,Wallace Wade Stadium,L,:
13,20,1253,2,10/3/2015,Louisville,NC - Raleigh,Carter-Finley Stadium,L,;
13,21,839,1,11/8/1980,Penn State,PA - State College,Beaver Stadium,L,:
13,21,945,2,9/8/1990,Georgia Tech,GA - Atlanta,Bobby Dodd Stadium,L,;
13,23,552,1,11/28/1953,Florida State,FL - Tallahassee,Doak Campbell Stadium,L,:
13,23,708,2,10/3/1969,Miami (FL),FL - Miami,Miami Orange Bowl,L,:
13,23,1044,3,10/24/1998,Virginia,VA - Charlottesville,Scott Stadium,L,;
13,26,466,1,11/10/1945,Duke,NC - Durham,Wallace Wade Stadium,L,;
13,27,446,1,10/30/1943,North Carolina,NC - Chapel Hill,Kenan Memorial Stadium,L,:
13,27,663,2,11/20/1964,Wake Forest,NC - Winston-Salem,Bowman-Gray Stadium,L,:
13,27,1272,3,11/19/2016,Miami (FL),NC - Raleigh,Carter-Finley Stadium,L,;
13,28,1228,1,10/5/2013,Wake Forest,NC - Winston-Salem,Allegacy Federal Credit Union Stadium,L,:
13,28,1254,2,10/9/2015,Virginia Tech,VA - Blacksburg,Lane Stadium,L,;
13,30,1012,1,11/4/1995,Maryland,NC - Raleigh,Carter-Finley Stadium,L,;
13,31,1306,1,9/28/2019,Florida State,FL - Tallahassee,Doak Campbell Stadium,L,;
13,34,478,1,1/1/1947,Oklahoma,FL - Jacksonville,Gator Bowl Stadium,L,:
13,34,493,2,10/30/1948,Wake Forest,NC - Wake Forest,"""Old"" Groves Field",L,:
13,34,712,3,11/15/1969,Houston,NC - Raleigh,Carter-Finley Stadium,L,:
13,34,971,4,9/19/1992,Florida State,NC - Raleigh,Carter-Finley Stadium,L,;
13,41,731,1,10/16/1971,Duke,NC - Durham,Wallace Wade Stadium,L,;
13,48,181,1,11/25/1915,Washington & Lee,VA - Norfolk,League Park,L,;
13,52,1301,1,12/31/2018,Texas A&M,FL - Jacksonville,TIAA Bank Field,L,;
13,54,1268,1,10/22/2016,Louisville,KY - Louisville,L&N Federal Credit Union Stadium,L,;
14,0,234,1,11/19/1921,Wake Forest,NC - Raleigh,Riddick Field,W,:
14,0,256,2,9/27/1924,Duke,NC - Raleigh,Riddick Field,W,:
14,0,320,3,10/25/1930,Mississippi State,NC - Raleigh,Riddick Field,W,:
14,0,332,4,11/14/1931,Duke,NC - Durham,Wallace Wade Stadium,W,:
14,0,362,5,10/5/1935,South Carolina,SC - Columbia,Williams-Brice Stadium,W,:
14,0,480,6,10/4/1947,Davidson,NC - Charlotte,American Legion Memorial Stadium,W,:
14,0,644,7,9/28/1963,Southern Mississippi,MS - Hattiesburg,M. M. Roberts Stadium,W,:
14,0,797,8,9/10/1977,Virginia,NC - Raleigh,Carter-Finley Stadium,W,:
14,0,1135,9,12/31/2005,South Florida,NC - Charlotte,Bank of America Stadium,W,;
14,3,930,1,11/19/1988,Pittsburgh,NC - Raleigh,Carter-Finley Stadium,W,;
14,6,224,1,11/11/1920,Virginia Tech,VA - Norfolk,League Park,W,:
14,6,400,2,12/3/1938,Citadel,NC - Wilmington,American Legion Stadium,W,:
14,6,471,3,10/19/1946,Wake Forest,NC - Wake Forest,"""Old"" Groves Field",W,:
14,6,561,4,11/13/1954,Richmond,NC - Raleigh,Riddick Field,W,:
14,6,921,5,9/17/1988,Wake Forest,NC - Raleigh,Carter-Finley Stadium,W,:
14,6,923,6,10/1/1988,Georgia Tech,GA - Atlanta,Bobby Dodd Stadium,W,;
14,7,218,1,10/2/1920,Navy,MD - Annapolis,Farragut Field,W,:
14,7,301,2,11/10/1928,Davidson,NC - Greensboro,World War Memorial Stadium,W,:
14,7,361,3,9/28/1935,Davidson,NC - Greensboro,World War Memorial Stadium,W,:
14,7,420,4,9/20/1941,Richmond,NC - Raleigh,Riddick Field,W,:
14,7,469,5,10/5/1946,Clemson,SC - Clemson,Memorial Stadium (Clemson),W,:
14,7,580,6,11/10/1956,South Carolina,NC - Raleigh,Riddick Field,W,:
14,7,694,7,12/16/1967,Georgia,TN - Memphis,Memphis Memorial Stadium,W,;
14,10,970,1,9/12/1992,Maryland,MD - College Park,SECU Stadium,W,;
14,12,178,1,10/30/1915,Navy,MD - Annapolis,Worden Field,W,:
14,12,620,2,11/5/1960,Wake Forest,NC - Winston-Salem,Bowman-Gray Stadium,W,;
14,13,503,1,10/29/1949,Virginia Tech,VA - Norfolk,S.B. Ballard Stadium,W,:
14,13,654,2,9/19/1964,North Carolina,NC - Chapel Hill,Kenan Memorial Stadium,W,:
14,13,656,3,10/3/1964,Maryland,NC - Raleigh,Riddick Field,W,;
14,14,588,1,10/26/1957,Duke,NC - Raleigh,Riddick Field,T,:
14,14,599,2,11/1/1958,Virginia Tech,NC - Raleigh,Riddick Field,T,:
14,14,898,3,9/13/1986,Pittsburgh,NC - Raleigh,Carter-Finley Stadium,T,;
14,15,623,1,9/23/1961,Wyoming,WY - Laramie,War Memorial Stadium (Wyoming),L,;
14,16,170,1,10/31/1914,Navy,MD - Annapolis,Worden Field,L,;
14,17,606,1,10/17/1959,Wake Forest,NC - Raleigh,Riddick Field,L,:
14,17,914,2,10/17/1987,North Carolina,NC - Raleigh,Carter-Finley Stadium,L,;
14,19,609,1,11/7/1959,Southern Mississippi,AL - Mobile,Ladd-Peebles Stadium,L,:
14,19,636,2,10/13/1962,Nebraska,NE - Lincoln,Memorial Stadium (Nebraska),L,:
14,19,928,3,11/5/1988,Virginia,VA - Charlottesville,Scott Stadium,L,;
14,20,283,1,11/20/1926,South Carolina,SC - Columbia,Melton Field,L,:
14,20,417,2,11/9/1940,Wake Forest,NC - Raleigh,Riddick Field,L,:
14,20,500,3,10/8/1949,Davidson,NC - Charlotte,American Legion Memorial Stadium,L,:
14,20,984,4,10/2/1993,Clemson,SC - Clemson,Memorial Stadium (Clemson),L,:
14,20,1145,5,11/11/2006,Clemson,SC - Clemson,Memorial Stadium (Clemson),L,;
14,21,462,1,10/13/1945,Virginia Military Institute,NC - Raleigh,Riddick Field,L,:
14,21,494,2,11/6/1948,Virginia,NC - Raleigh,Riddick Field,L,:
14,21,638,3,10/27/1962,Duke,NC - Durham,Wallace Wade Stadium,L,:
14,21,892,4,10/19/1985,North Carolina,NC - Raleigh,Carter-Finley Stadium,L,:
14,21,1269,5,10/29/2016,Boston College,NC - Raleigh,Carter-Finley Stadium,L,;
14,22,1114,1,9/18/2004,Ohio State,NC - Raleigh,Carter-Finley Stadium,L,;
14,23,787,1,9/18/1976,East Carolina,NC - Raleigh,Carter-Finley Stadium,L,;
14,24,1121,1,11/6/2004,Georgia Tech,NC - Raleigh,Carter-Finley Stadium,L,;
14,25,582,1,11/22/1956,Maryland,NC - Raleigh,Riddick Field,L,;
14,26,600,1,11/8/1958,Southern Mississippi,AL - Mobile,Ladd-Peebles Stadium,L,:
14,26,866,2,9/24/1983,Virginia,NC - Raleigh,Carter-Finley Stadium,L,:
14,26,1226,3,9/19/2013,Clemson,NC - Raleigh,Carter-Finley Stadium,L,;
14,27,802,1,10/15/1977,North Carolina,NC - Raleigh,Carter-Finley Stadium,L,;
14,28,697,1,9/28/1968,Oklahoma,OK - Norman,Oklahoma Memorial Stadium,L,:
14,28,795,2,11/13/1976,Duke,NC - Raleigh,Carter-Finley Stadium,L,;
14,29,917,1,11/7/1987,East Tennessee State,NC - Raleigh,Carter-Finley Stadium,L,;
14,30,1242,1,10/11/2014,Boston College,NC - Raleigh,Carter-Finley Stadium,L,;
14,31,751,1,9/22/1973,Nebraska,NE - Lincoln,Memorial Stadium (Nebraska),L,;
